model,arch,run,decision_type,n,mean_regret,mean_norm_regret,zero_regret_share,top1,n_miss,mean_regret_given_miss,zero_regret_share_given_miss,max_regret,random_pick_regret
gptoss,A_H,1,Overall,170,0.0015588235294117648,0.02944675466188338,0.9294117647058824,0.9294117647058824,12,0.022083333333333333,0.0,0.05800000000000005,0.07524117647058824
gptoss,A_H,1,HVAC,45,0.00013333333333333345,0.0018264840182648455,0.9777777777777777,0.9777777777777777,1,0.006000000000000005,0.0,0.006000000000000005,0.040892592592592605
gptoss,A_H,1,Appliance,65,0.0,0.0,1.0,1.0,0,,,0.0,0.0898051282051282
gptoss,A_H,1,Shower,60,0.004316666666666667,0.08206260852830427,0.8166666666666667,0.8166666666666667,11,0.023545454545454546,0.0,0.05800000000000005,0.08522499999999998
gptoss,A_H,2,Overall,169,0.0011005917159763311,0.023444774720557844,0.9171597633136095,0.9171597633136095,14,0.013285714285714281,0.0,0.03749999999999998,0.07406311637080869
gptoss,A_H,2,HVAC,44,0.0007954545454545436,0.009608277786039916,0.9090909090909091,0.9090909090909091,4,0.00874999999999998,0.0,0.016000000000000014,0.035587121212121216
gptoss,A_H,2,Appliance,65,0.00020769230769230703,0.001228948566226669,0.9846153846153847,0.9846153846153847,1,0.013499999999999956,0.0,0.013499999999999956,0.0898051282051282
gptoss,A_H,2,Shower,60,0.002291666666666668,0.057658684139729764,0.85,0.85,9,0.015277777777777786,0.0,0.03749999999999998,0.08522499999999998
gptoss,A_H,3,Overall,174,0.001807471264367815,0.037015452867206956,0.9137931034482759,0.9137931034482759,15,0.02096666666666665,0.0,0.05950000000000011,0.07363888888888889
gptoss,A_H,3,HVAC,49,0.00026530612244897754,0.0026941600995685076,0.9591836734693877,0.9591836734693877,2,0.00649999999999995,0.0,0.006999999999999895,0.03800680272108845
gptoss,A_H,3,Appliance,65,0.00020769230769230703,0.001228948566226669,0.9846153846153847,0.9846153846153847,1,0.013499999999999956,0.0,0.013499999999999956,0.0898051282051282
gptoss,A_H,3,Shower,60,0.004799999999999999,0.10381322162017366,0.8,0.8,12,0.023999999999999994,0.0,0.05950000000000011,0.08522499999999998
gptoss,A_H,4,Overall,175,0.0015314285714285744,0.02847956542198213,0.9142857142857143,0.9142857142857143,15,0.0178666666666667,0.0,0.043500000000000094,0.07359047619047619
gptoss,A_H,4,HVAC,50,0.0010700000000000009,0.014796972666979234,0.92,0.92,4,0.013375000000000012,0.0,0.025500000000000023,0.03855000000000001
gptoss,A_H,4,Appliance,65,0.00020769230769230703,0.001228948566226669,0.9846153846153847,0.9846153846153847,1,0.013499999999999956,0.0,0.013499999999999956,0.0898051282051282
gptoss,A_H,4,Shower,60,0.0033500000000000084,0.0694032276448863,0.8333333333333334,0.8333333333333334,10,0.020100000000000052,0.0,0.043500000000000094,0.08522499999999998
gptoss,A_H,5,Overall,170,0.0017058823529411758,0.032795348606071605,0.9117647058823529,0.9117647058823529,15,0.019333333333333324,0.0,0.04799999999999982,0.07465392156862745
gptoss,A_H,5,HVAC,45,0.0008555555555555538,0.011087118215533357,0.9333333333333333,0.9333333333333333,3,0.012833333333333308,0.0,0.025500000000000023,0.03867407407407408
gptoss,A_H,5,Appliance,65,0.00020769230769230703,0.001228948566226669,0.9846153846153847,0.9846153846153847,1,0.013499999999999956,0.0,0.013499999999999956,0.0898051282051282
gptoss,A_H,5,Shower,60,0.003966666666666666,0.08327345477547397,0.8166666666666667,0.8166666666666667,11,0.021636363636363634,0.0,0.04799999999999982,0.08522499999999998
qwen,A_D,1,Overall,195,0.07474871794871796,0.5115847352374004,0.26153846153846155,0.26153846153846155,144,0.10122222222222223,0.0,0.6319999999999999,0.06951794871794871
qwen,A_D,1,HVAC,70,0.031828571428571435,0.47299338021857346,0.3142857142857143,0.3142857142857143,48,0.04641666666666668,0.0,0.169,0.037216666666666676
qwen,A_D,1,Appliance,65,0.09990000000000003,0.6006367433639996,0.2153846153846154,0.2153846153846154,51,0.1273235294117647,0.0,0.2815,0.0898051282051282
qwen,A_D,1,Shower,60,0.09757499999999998,0.46013497395554925,0.25,0.25,45,0.13009999999999997,0.0,0.6319999999999999,0.08522499999999998
qwen,A_D,2,Overall,195,0.06897692307692307,0.501324288295657,0.3282051282051282,0.3282051282051282,131,0.10267557251908396,0.0,0.591,0.06951794871794871
qwen,A_D,2,HVAC,70,0.033971428571428576,0.4335761370379305,0.4,0.4,42,0.056619047619047645,0.0,0.20899999999999996,0.037216666666666676
qwen,A_D,2,Appliance,65,0.10815384615384617,0.6469203784366083,0.2,0.2,52,0.13519230769230772,0.0,0.4275,0.0898051282051282
qwen,A_D,2,Shower,60,0.067375,0.42263470044364054,0.38333333333333336,0.38333333333333336,37,0.10925675675675676,0.0,0.591,0.08522499999999998
qwen,A_D,3,Overall,194,0.06499484536082475,0.4973853189917119,0.30927835051546393,0.30927835051546393,134,0.09409701492537313,0.0,0.4179999999999999,0.06931443298969071
qwen,A_D,3,HVAC,70,0.03835714285714287,0.5076844896041223,0.3,0.3,49,0.05479591836734695,0.0,0.20899999999999996,0.037216666666666676
qwen,A_D,3,Appliance,64,0.09215625000000001,0.5779732429234395,0.234375,0.234375,49,0.12036734693877552,0.0,0.2815,0.08950520833333334
qwen,A_D,3,Shower,60,0.06709999999999999,0.3994091677500572,0.4,0.4,36,0.11183333333333333,0.0,0.4179999999999999,0.08522499999999998
qwen,A_D,4,Overall,195,0.0742076923076923,0.55025542969223,0.27692307692307694,0.27692307692307694,141,0.1026276595744681,0.0,0.591,0.06951794871794871
qwen,A_D,4,HVAC,70,0.03977142857142858,0.5059215449664741,0.32857142857142857,0.32857142857142857,47,0.05923404255319151,0.0,0.20899999999999996,0.037216666666666676
qwen,A_D,4,Appliance,65,0.09285384615384616,0.5786092336996214,0.23076923076923078,0.23076923076923078,50,0.12071000000000001,0.0,0.2815,0.0898051282051282
qwen,A_D,4,Shower,60,0.09418333333333333,0.5712616741976042,0.26666666666666666,0.26666666666666666,44,0.12843181818181817,0.0,0.591,0.08522499999999998
qwen,A_D,5,Overall,194,0.06281958762886598,0.4593806856266602,0.3247422680412371,0.3247422680412371,131,0.09303053435114504,0.0,0.591,0.06973453608247422
qwen,A_D,5,HVAC,69,0.03630434782608697,0.4811998646401774,0.2898550724637681,0.2898550724637681,49,0.05112244897959185,0.0,0.20899999999999996,0.03735748792270532
qwen,A_D,5,Appliance,65,0.08960769230769232,0.542427311197403,0.27692307692307694,0.27692307692307694,47,0.12392553191489362,0.0,0.2815,0.0898051282051282
qwen,A_D,5,Shower,60,0.06429166666666666,0.34432145205947756,0.4166666666666667,0.4166666666666667,35,0.11021428571428568,0.0,0.591,0.08522499999999998
qwen,A_E,1,Overall,195,0.04697948717948719,0.360383601347491,0.46153846153846156,0.46153846153846156,105,0.08724761904761906,0.0,0.4275,0.06951794871794871
qwen,A_E,1,HVAC,70,0.0296857142857143,0.3537780271341964,0.44285714285714284,0.44285714285714284,39,0.05328205128205131,0.0,0.20899999999999996,0.037216666666666676
qwen,A_E,1,Appliance,65,0.06812307692307694,0.4129379621559851,0.47692307692307695,0.47692307692307695,34,0.1302352941176471,0.0,0.4275,0.0898051282051282
qwen,A_E,1,Shower,60,0.04425,0.31115621372046603,0.4666666666666667,0.4666666666666667,32,0.08296875,0.0,0.30899999999999983,0.08522499999999998
qwen,A_E,2,Overall,195,0.0444820512820513,0.3812569840137456,0.4512820512820513,0.4512820512820513,107,0.0810654205607477,0.0,0.374,0.06951794871794871
qwen,A_E,2,HVAC,70,0.031657142857142884,0.45157174078416457,0.35714285714285715,0.35714285714285715,45,0.049244444444444486,0.0,0.11500000000000002,0.037216666666666676
qwen,A_E,2,Appliance,65,0.05007692307692308,0.3255294663478094,0.5692307692307692,0.5692307692307692,28,0.11625000000000003,0.0,0.22450000000000003,0.0898051282051282
qwen,A_E,2,Shower,60,0.053383333333333345,0.359594578586354,0.43333333333333335,0.43333333333333335,34,0.09420588235294118,0.0,0.374,0.08522499999999998
qwen,A_E,3,Overall,195,0.04618205128205129,0.3642097881226793,0.48205128205128206,0.48205128205128206,101,0.08916336633663366,0.0,0.4275,0.06951794871794871
qwen,A_E,3,HVAC,70,0.023871428571428585,0.3437537579539788,0.4714285714285714,0.4714285714285714,37,0.04516216216216218,0.0,0.20699999999999985,0.037216666666666676
qwen,A_E,3,Appliance,65,0.06384615384615386,0.40109497090019125,0.5076923076923077,0.5076923076923077,32,0.1296875,0.0,0.4275,0.0898051282051282
qwen,A_E,3,Shower,60,0.05307499999999999,0.3481162086438585,0.4666666666666667,0.4666666666666667,32,0.09951562499999998,0.0,0.30899999999999983,0.08522499999999998
qwen,A_E,4,Overall,195,0.04222564102564103,0.37098990715848323,0.48205128205128206,0.48205128205128206,101,0.08152475247524754,0.0,0.4179999999999999,0.06951794871794871
qwen,A_E,4,HVAC,70,0.03467142857142859,0.4667102180444854,0.38571428571428573,0.38571428571428573,43,0.05644186046511631,0.0,0.16199999999999992,0.037216666666666676
qwen,A_E,4,Appliance,65,0.048307692307692315,0.3222299961383096,0.5230769230769231,0.5230769230769231,31,0.10129032258064517,0.0,0.21899999999999997,0.0898051282051282
qwen,A_E,4,Shower,60,0.04444999999999998,0.3121394480633352,0.55,0.55,27,0.09877777777777774,0.0,0.4179999999999999,0.08522499999999998
qwen,A_E,5,Overall,195,0.05415128205128205,0.40222201115319994,0.4512820512820513,0.4512820512820513,107,0.09868691588785046,0.0,0.591,0.06951794871794871
qwen,A_E,5,HVAC,70,0.028871428571428583,0.3930725180449454,0.4,0.4,42,0.04811904761904764,0.0,0.20899999999999996,0.037216666666666676
qwen,A_E,5,Appliance,65,0.0675846153846154,0.4027864261948084,0.5230769230769231,0.5230769230769231,31,0.14170967741935486,0.0,0.36,0.0898051282051282
qwen,A_E,5,Shower,60,0.06909166666666665,0.4122849701510878,0.43333333333333335,0.43333333333333335,34,0.1219264705882353,0.0,0.591,0.08522499999999998
qwen,A_H,1,Overall,194,0.0029097938144329897,0.04612698398557012,0.9175257731958762,0.9175257731958762,16,0.03528125,0.0,0.08250000000000002,0.06972766323024054
qwen,A_H,1,HVAC,69,0.002521739130434783,0.02916767514221183,0.9130434782608695,0.9130434782608695,6,0.02900000000000001,0.0,0.08250000000000002,0.037338164251207735
qwen,A_H,1,Appliance,65,0.003776923076923078,0.03706034325640822,0.9384615384615385,0.9384615384615385,4,0.06137500000000001,0.0,0.07900000000000007,0.0898051282051282
qwen,A_H,1,Shower,60,0.002416666666666665,0.07545238327869087,0.9,0.9,6,0.024166666666666652,0.0,0.046499999999999986,0.08522499999999998
qwen,A_H,2,Overall,195,0.003630769230769232,0.053482821349561296,0.8923076923076924,0.8923076923076924,21,0.03371428571428573,0.0,0.08050000000000002,0.06951794871794871
qwen,A_H,2,HVAC,70,0.0038071428571428596,0.047591416236511946,0.8428571428571429,0.8428571428571429,11,0.024227272727272743,0.0,0.08050000000000002,0.037216666666666676
qwen,A_H,2,Appliance,65,0.0046000000000000025,0.0524449586410236,0.9230769230769231,0.9230769230769231,5,0.059800000000000034,0.0,0.07900000000000007,0.0898051282051282
qwen,A_H,2,Shower,60,0.0023749999999999995,0.06148047858236807,0.9166666666666666,0.9166666666666666,5,0.02849999999999999,0.0,0.046499999999999986,0.08522499999999998
qwen,A_H,3,Overall,195,0.002923076923076923,0.05167077852584566,0.8871794871794871,0.8871794871794871,22,0.025909090909090916,0.0,0.07900000000000007,0.06951794871794871
qwen,A_H,3,HVAC,70,0.0022214285714285734,0.026494007129390616,0.8714285714285714,0.8714285714285714,9,0.017277777777777795,0.0,0.03400000000000003,0.037216666666666676
qwen,A_H,3,Appliance,65,0.003776923076923078,0.03706034325640822,0.9384615384615385,0.9384615384615385,4,0.06137500000000001,0.0,0.07900000000000007,0.0898051282051282
qwen,A_H,3,Shower,60,0.0028166666666666657,0.09687165003026713,0.85,0.85,9,0.018777777777777768,0.0,0.046499999999999986,0.08522499999999998
qwen,A_H,4,Overall,194,0.0032628865979381456,0.04859049293908955,0.8917525773195877,0.8917525773195877,21,0.030142857142857155,0.0,0.07900000000000007,0.06981529209621992
qwen,A_H,4,HVAC,69,0.0025144927536231913,0.029536115477312115,0.8695652173913043,0.8695652173913043,9,0.0192777777777778,0.0,0.03400000000000003,0.03758454106280194
qwen,A_H,4,Appliance,65,0.004692307692307694,0.053735975316655665,0.9076923076923077,0.9076923076923077,6,0.05083333333333336,0.0,0.07900000000000007,0.0898051282051282
qwen,A_H,4,Shower,60,0.002574999999999998,0.06492875444443699,0.9,0.9,6,0.025749999999999978,0.0,0.046499999999999986,0.08522499999999998
qwen,A_H,5,Overall,195,0.003687179487179488,0.048778789990550984,0.8974358974358975,0.8974358974358975,20,0.035949999999999996,0.0,0.14099999999999996,0.06951794871794871
qwen,A_H,5,HVAC,70,0.0024785714285714307,0.0282990471149503,0.8714285714285714,0.8714285714285714,9,0.019277777777777796,0.0,0.03400000000000003,0.037216666666666676
qwen,A_H,5,Appliance,65,0.003776923076923078,0.03706034325640822,0.9384615384615385,0.9384615384615385,4,0.06137500000000001,0.0,0.07900000000000007,0.0898051282051282
qwen,A_H,5,Shower,60,0.004999999999999998,0.08536680730740646,0.8833333333333333,0.8833333333333333,7,0.04285714285714284,0.0,0.14099999999999996,0.08522499999999998
